traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,year,month,day,hour,day_in_week,is_weekend
1861,No,249.67,No rain,No snow,Clear,Mist,mist,2013,12,31,5,1,0
339,No,249.69,No rain,No snow,Clear,Clear,sky is clear,2017,12,30,4,5,0
2396,No,249.69,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,2,1,21,4,0
2320,No,249.69,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,2,1,22,4,0
2639,No,249.71,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,2,6,5,3,0
4842,No,249.73,No rain,No snow,Clear,Clear,sky is clear,2017,1,6,9,4,0
5669,No,249.75,No rain,No snow,Clear,Clear,sky is clear,2016,1,19,6,1,0
720,No,249.75,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,2,3,6,6,0
1872,No,249.76,No rain,No snow,Clear,Clear,sky is clear,2018,1,13,23,5,0
3522,No,249.77,No rain,No snow,Clear,Clear,sky is clear,2014,1,27,12,0,0
4616,No,249.77,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,2,27,10,3,0
335,No,249.79,No rain,No snow,Clear,Clear,sky is clear,2018,1,5,3,4,0
2731,No,249.79,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,31,20,6,0
2886,No,249.8,No rain,No snow,Clear,Clear,sky is clear,2013,12,24,9,1,0
2871,No,249.8,No rain,No snow,Clear,Clear,sky is clear,2013,12,29,18,6,0
4282,No,249.8,No rain,No snow,Clear,Clear,sky is clear,2014,1,2,9,3,0
4669,No,249.8,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,1,8,9,2,0
3520,No,249.83,No rain,No snow,Clear,Clear,sky is clear,2013,12,7,9,5,0
2287,No,249.84,No rain,No snow,Clear,Clear,sky is clear,2017,12,27,5,2,0
2995,No,249.84,No rain,No snow,Clear,Clear,sky is clear,2017,12,31,19,6,0
5517,No,249.84,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,1,12,7,4,0
3673,No,249.86,No rain,No snow,Clear,Clear,sky is clear,2014,1,28,10,1,0
2941,No,249.87,No rain,No snow,Party Cloudy,Clear,sky is clear,2016,1,10,21,6,0
1073,No,249.88,No rain,No snow,Clear,Clear,sky is clear,2013,12,7,0,5,0
288,No,249.88,No rain,No snow,Clear,Clear,sky is clear,2014,1,5,3,6,0
1606,No,249.88,No rain,No snow,Clear,Clear,sky is clear,2016,2,13,7,5,0
379,No,249.88,No rain,No snow,Clear,Clear,sky is clear,2018,1,5,1,4,0
324,No,249.89,No rain,No snow,Clear,Clear,sky is clear,2014,2,26,3,2,0
1457,No,249.89,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,12,31,23,1,0
243,No,249.9,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,1,27,1,0,0
5394,No,249.91,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,1,23,9,2,0
5110,No,249.91,No rain,No snow,Overcast,Clouds,overcast clouds,2013,2,1,6,4,0
6681,No,249.91,No rain,No snow,Overcast,Clouds,overcast clouds,2013,2,1,7,4,0
5948,No,249.91,No rain,No snow,Overcast,Clouds,overcast clouds,2013,2,1,8,4,0
977,No,249.93,No rain,No snow,Clear,Clear,sky is clear,2016,1,17,23,6,0
5696,No,249.93,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,1,2,7,1,0
667,No,249.94,No rain,No snow,Clear,Clear,sky is clear,2013,12,24,0,1,0
389,No,249.95,No rain,No snow,Clear,Snow,light snow,2017,1,6,3,4,0
756,No,249.96,No rain,No snow,Clear,Clear,sky is clear,2018,1,14,1,6,0
285,No,249.99,No rain,No snow,Clear,Clear,sky is clear,2017,12,31,4,6,0
481,No,250.0,No rain,No snow,Clear,Clear,sky is clear,2014,2,11,0,1,0
4901,No,250.01,No rain,No snow,Clear,Clear,sky is clear,2018,1,2,8,1,0
2978,No,250.02,No rain,No snow,Clear,Clear,sky is clear,2018,1,5,22,4,0
5843,No,250.02,No rain,No snow,Clear,Clear,sky is clear,2018,2,2,7,4,0
4680,No,250.02,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,2,26,6,2,0
5595,No,250.02,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2016,12,15,8,3,0
357,No,250.03,No rain,No snow,Clear,Haze,haze,2017,1,6,2,4,0
357,No,250.03,No rain,No snow,Clear,Mist,mist,2017,1,6,2,4,0
712,No,250.08,No rain,No snow,Clear,Clear,sky is clear,2017,12,27,4,2,0
301,No,250.08,No rain,No snow,Clear,Clear,sky is clear,2018,1,5,2,4,0
388,No,250.08,No rain,No snow,Clear,Clear,sky is clear,2018,1,13,4,5,0
3714,No,250.08,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2016,12,18,17,6,0
6414,No,250.1,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,1,13,7,4,0
2342,No,250.11,No rain,No snow,Clear,Clear,sky is clear,2013,12,7,20,5,0
3318,No,250.12,No rain,No snow,Clear,Clear,sky is clear,2013,12,7,22,5,0
1660,No,250.12,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,12,23,22,0,0
351,No,250.14,No rain,No snow,Clear,Clear,sky is clear,2013,12,31,1,1,0
3366,No,250.14,No rain,No snow,Clear,Clear,sky is clear,2014,1,27,18,0,0
383,No,250.14,No rain,No snow,Clear,Clear,sky is clear,2014,2,27,3,3,0
694,No,250.14,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,1,2,4,3,0
739,No,250.14,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,2,6,4,3,0
945,No,250.14,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,2,0,5,0
580,No,250.14,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,2,2,1,5,0
1395,New Years Day,250.14,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,1,1,0,2,0
604,No,250.14,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,3,2,1,6,0
258,No,250.15,No rain,No snow,Clear,Clear,sky is clear,2013,12,24,3,1,0
480,No,250.15,No rain,No snow,Clear,Clear,sky is clear,2013,12,24,4,1,0
4793,No,250.15,No rain,No snow,Clear,Clear,sky is clear,2014,2,10,9,0,0
1065,No,250.15,No rain,No snow,Clear,Clear,sky is clear,2016,1,17,0,6,0
4963,No,250.15,No rain,No snow,Clear,Clear,sky is clear,2018,2,2,9,4,0
5434,No,250.15,No rain,No snow,Clear,Clear,sky is clear,2018,2,6,6,1,0
5097,No,250.15,No rain,No snow,Party Cloudy,Clear,sky is clear,2016,12,15,9,3,0
841,No,250.15,No rain,No snow,Mostly Cloudy,Snow,light snow,2017,1,6,4,4,0
3040,No,250.15,No rain,No snow,Mostly Cloudy,Haze,haze,2014,1,5,16,6,0
494,No,250.16,No rain,No snow,Clear,Clear,sky is clear,2018,1,14,2,6,0
5149,No,250.16,No rain,No snow,Clear,Clear,sky is clear,2018,2,2,8,4,0
5190,No,250.21,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,2,6,9,1,0
474,No,250.22,No rain,No snow,Clear,Clear,sky is clear,2018,1,14,5,6,0
2502,No,250.22,No rain,No snow,Party Cloudy,Clear,sky is clear,2016,12,18,19,6,0
3212,No,250.22,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,31,13,6,0
3988,No,250.22,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,1,12,10,4,0
4053,No,250.24,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,1,18,4,0
2945,No,250.24,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,1,19,4,0
2547,No,250.24,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,1,20,4,0
232,No,250.28,No rain,No snow,Clear,Clear,sky is clear,2014,2,26,2,2,0
273,No,250.29,No rain,No snow,Clear,Clear,sky is clear,2016,1,10,4,6,0
3203,No,250.29,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,26,7,1,0
4189,No,250.3,No rain,No snow,Clear,Clear,sky is clear,2018,1,2,9,1,0
5366,No,250.32,No rain,No snow,Clear,Clear,sky is clear,2013,1,2,6,2,0
1080,No,250.33,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,3,7,6,0
1630,No,250.33,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,3,8,6,0
2082,No,250.35,No rain,No snow,Clear,Clear,sky is clear,2016,1,16,23,5,0
2731,No,250.35,No rain,No snow,Clear,Clear,sky is clear,2018,2,2,5,4,0
5041,No,250.35,No rain,No snow,Clear,Clear,sky is clear,2018,2,2,6,4,0
2450,No,250.36,No rain,No snow,Clear,Clear,sky is clear,2013,12,7,21,5,0
2779,No,250.36,No rain,No snow,Clear,Clear,sky is clear,2016,1,10,9,6,0
1144,No,250.36,No rain,No snow,Clear,Clear,sky is clear,2016,1,19,4,1,0
1247,No,250.36,No rain,No snow,Clear,Clear,sky is clear,2016,2,13,6,5,0
303,No,250.36,No rain,No snow,Clear,Clear,sky is clear,2017,12,31,3,6,0
3916,No,250.36,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,1,13,10,5,0
289,No,250.38,No rain,No snow,Clear,Clear,sky is clear,2014,1,21,1,1,0
4197,No,250.38,No rain,No snow,Clear,Clear,sky is clear,2017,12,30,13,5,0
4801,No,250.38,No rain,No snow,Clear,Clear,sky is clear,2018,1,2,6,1,0
5482,No,250.39,No rain,No snow,Clear,Clear,sky is clear,2013,12,11,6,2,0
310,No,250.39,No rain,No snow,Clear,Clear,sky is clear,2014,2,10,2,0,0
4499,No,250.39,No rain,No snow,Party Cloudy,Clear,sky is clear,2014,1,23,12,3,0
1292,No,250.39,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,1,1,1,2,0
957,No,250.39,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,1,1,2,2,0
3675,No,250.4,No rain,No snow,Clear,Clear,sky is clear,2014,1,27,13,0,0
419,No,250.4,No rain,No snow,Clear,Haze,haze,2017,1,6,1,4,0
419,No,250.4,No rain,No snow,Clear,Mist,mist,2017,1,6,1,4,0
3438,No,250.41,No rain,No snow,Party Cloudy,Clear,sky is clear,2013,2,2,9,5,0
3885,No,250.41,No rain,No snow,Party Cloudy,Clear,sky is clear,2013,2,2,10,5,0
4420,No,250.41,No rain,No snow,Party Cloudy,Clear,sky is clear,2013,2,2,11,5,0
3709,No,250.41,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2016,1,18,9,0,0
280,No,250.42,No rain,No snow,Clear,Clear,sky is clear,2017,1,13,2,4,0
3029,No,250.43,No rain,No snow,Clear,Clear,sky is clear,2017,12,26,6,1,0
2544,No,250.43,No rain,No snow,Clear,Clear,sky is clear,2018,1,2,5,1,0
1098,No,250.43,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,2,27,23,3,0
349,No,250.44,No rain,No snow,Clear,Clear,sky is clear,2017,12,30,3,5,0
4031,No,250.44,No rain,No snow,Party Cloudy,Haze,haze,2013,1,22,10,1,0
4791,No,250.46,No rain,No snow,Clear,Clear,sky is clear,2018,1,12,6,4,0
922,No,250.46,No rain,No snow,Clear,Clear,sky is clear,2018,2,2,4,4,0
3380,No,250.46,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,12,30,19,5,0
4385,No,250.47,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,12,30,8,0,0
6059,No,250.48,No rain,No snow,Clear,Clear,sky is clear,2016,12,15,7,3,0
3149,No,250.48,No rain,No snow,Party Cloudy,Clear,sky is clear,2016,12,18,12,6,0
313,No,250.49,No rain,No snow,Clear,Clear,sky is clear,2018,1,14,3,6,0
4694,No,250.54,No rain,No snow,Clear,Clear,sky is clear,2017,1,13,9,4,0
309,No,250.55,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,1,3,3,4,0
2982,No,250.56,No rain,No snow,Party Cloudy,Clouds,few clouds,2017,12,26,8,1,0
5549,No,250.56,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,1,13,8,4,0
351,No,250.57,No rain,No snow,Clear,Clear,sky is clear,2014,3,3,1,0,0
1122,No,250.61,No rain,No snow,Clear,Clear,sky is clear,2013,12,8,0,6,0
3013,No,250.61,No rain,No snow,Clear,Clear,sky is clear,2017,12,26,9,1,0
4514,No,250.61,No rain,No snow,Clear,Clear,sky is clear,2017,12,30,18,5,0
1589,No,250.63,No rain,No snow,Clear,Clear,sky is clear,2013,12,6,23,4,0
2706,No,250.63,No rain,No snow,Clear,Clear,sky is clear,2013,12,11,5,2,0
458,No,250.63,No rain,No snow,Clear,Clear,sky is clear,2014,1,5,2,6,0
903,No,250.63,No rain,No snow,Clear,Clear,sky is clear,2014,2,10,23,0,0
2990,No,250.63,No rain,No snow,Clear,Clear,sky is clear,2018,1,13,22,5,0
275,No,250.63,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,1,22,1,1,0
185,No,250.63,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2013,1,22,2,1,0
1503,No,250.64,No rain,No snow,Clear,Clear,sky is clear,2014,1,22,22,2,0
336,No,250.64,No rain,No snow,Clear,Clear,sky is clear,2014,2,26,1,2,0
379,No,250.64,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,2,6,3,3,0
2217,No,250.65,No rain,No snow,Clear,Clear,sky is clear,2016,12,18,20,6,0
2421,No,250.65,No rain,No snow,Clear,Clear,sky is clear,2018,1,1,11,0,0
4588,No,250.65,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,2,27,11,3,0
3821,No,250.66,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,12,31,8,1,0
330,No,250.68,No rain,No snow,Clear,Clear,sky is clear,2017,12,27,3,2,0
2597,No,250.68,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2017,12,30,20,5,0
520,No,250.69,No rain,No snow,Clear,Clear,sky is clear,2016,1,19,2,1,0
4176,No,250.69,No rain,No snow,Party Cloudy,Haze,haze,2013,1,22,11,1,0
2353,No,250.7,No rain,No snow,Clear,Clear,sky is clear,2013,1,2,5,2,0
5189,No,250.72,No rain,No snow,Clear,Clear,sky is clear,2014,2,6,9,3,0
729,No,250.72,No rain,No snow,Clear,Clear,sky is clear,2018,1,2,4,1,0
4279,No,250.72,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,1,5,10,4,0
271,No,250.73,No rain,No snow,Clear,Clear,sky is clear,2018,1,14,4,6,0
775,No,250.75,No rain,No snow,Clear,Haze,haze,2016,1,19,0,1,0
630,No,250.75,No rain,No snow,Clear,Clear,sky is clear,2018,1,5,0,4,0
2815,No,250.75,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,1,5,21,4,0
4760,No,250.77,No rain,No snow,Clear,Clear,sky is clear,2014,1,27,17,0,0
925,No,250.77,No rain,No snow,Clear,Clear,sky is clear,2014,3,3,0,0,0
1024,No,250.77,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,3,2,0,6,0
4305,No,250.78,No rain,No snow,Clear,Clear,sky is clear,2014,1,8,18,2,0
1761,No,250.79,No rain,No snow,Clear,Clear,sky is clear,2017,12,26,5,1,0
4303,No,250.79,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,1,23,10,2,0
3333,No,250.8,No rain,No snow,Clear,Clear,sky is clear,2013,12,29,17,6,0
2355,No,250.8,No rain,No snow,Clear,Clear,sky is clear,2014,1,5,10,6,0
3902,No,250.8,No rain,No snow,Clear,Clear,sky is clear,2014,1,7,9,1,0
4080,No,250.8,No rain,No snow,Clear,Clear,sky is clear,2014,1,8,10,2,0
4885,No,250.8,No rain,No snow,Party Cloudy,Mist,mist,2017,1,5,9,3,0
5995,No,250.81,No rain,No snow,Clear,Snow,light snow,2013,12,6,7,4,0
4887,No,250.83,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,12,11,9,2,0
2311,No,250.84,No rain,No snow,Clear,Clear,sky is clear,2016,12,17,22,5,0
6091,No,250.84,No rain,No snow,Clear,Mist,mist,2017,1,5,8,3,0
245,No,250.86,No rain,No snow,Clear,Clear,sky is clear,2014,2,6,2,3,0
298,No,250.86,No rain,No snow,Clear,Clear,sky is clear,2014,2,10,1,0,0
205,No,250.86,No rain,No snow,Clear,Clear,sky is clear,2018,1,2,2,1,0
299,No,250.86,No rain,No snow,Clear,Clear,sky is clear,2018,1,2,3,1,0
1284,No,250.87,No rain,No snow,Clear,Clear,sky is clear,2016,1,17,22,6,0
422,No,250.88,No rain,No snow,Clear,Clear,sky is clear,2014,1,21,0,1,0
5531,No,250.88,No rain,No snow,Clear,Clear,sky is clear,2016,12,15,6,3,0
3648,No,250.88,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,12,31,9,1,0
559,No,250.89,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,1,1,3,2,0
329,No,250.89,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,1,1,4,2,0
4043,No,250.9,No rain,No snow,Clear,Clear,sky is clear,2014,1,28,11,1,0
731,No,250.9,No rain,No snow,Clear,Clear,sky is clear,2017,1,6,0,4,0
405,No,250.9,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,1,27,0,0,0
2501,No,250.9,No rain,No snow,Party Cloudy,Clouds,few clouds,2014,2,28,5,4,0
3197,No,250.9,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,1,5,15,6,0
5453,No,250.9,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,2,26,7,2,0
347,No,250.91,No rain,No snow,Overcast,Clouds,overcast clouds,2013,2,1,3,4,0
638,No,250.91,No rain,No snow,Overcast,Clouds,overcast clouds,2013,2,1,4,4,0
2337,No,250.91,No rain,No snow,Overcast,Clouds,overcast clouds,2013,2,1,5,4,0
3350,No,250.92,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,31,18,6,0
519,No,250.93,No rain,No snow,Clear,Clear,sky is clear,2017,12,31,2,6,0
3921,No,250.99,No rain,No snow,Party Cloudy,Haze,haze,2016,1,11,10,0,0
3921,No,250.99,No rain,No snow,Party Cloudy,Mist,mist,2016,1,11,10,0,0
3921,No,250.99,No rain,No snow,Party Cloudy,Snow,light snow,2016,1,11,10,0,0
3036,No,251.0,No rain,No snow,Clear,Clear,sky is clear,2014,2,27,20,3,0
830,No,251.0,No rain,No snow,Clear,Clear,sky is clear,2018,1,1,23,0,0
711,No,251.01,No rain,No snow,Clear,Clear,sky is clear,2017,12,31,1,6,0
725,No,251.02,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,2,28,4,4,0
272,No,251.07,No rain,No snow,Clear,Clear,sky is clear,2017,12,27,2,2,0
487,No,251.07,No rain,No snow,Clear,Clear,sky is clear,2017,12,30,2,5,0
279,No,251.07,No rain,No snow,Clear,Mist,mist,2018,1,2,1,1,0
2728,No,251.07,No rain,No snow,Clear,Clear,sky is clear,2018,1,12,5,4,0
3593,No,251.07,No rain,No snow,Party Cloudy,Mist,mist,2018,1,6,10,5,0
361,No,251.08,No rain,No snow,Clear,Clear,sky is clear,2018,1,13,3,5,0
5670,No,251.08,No rain,No snow,Party Cloudy,Clear,sky is clear,2016,12,13,8,1,0
4484,No,251.08,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,1,6,10,4,0
6090,No,251.09,No rain,No snow,Clear,Clear,sky is clear,2016,12,13,7,1,0
4055,No,251.09,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,1,13,21,5,0
5829,No,251.1,No rain,No snow,Clear,Clear,sky is clear,2013,1,2,7,2,0
3792,No,251.11,No rain,No snow,Mostly Cloudy,Snow,light snow,2013,12,30,9,0,0
3792,No,251.11,No rain,No snow,Mostly Cloudy,Haze,haze,2013,12,30,9,0,0
5133,No,251.13,No rain,No snow,Clear,Clear,sky is clear,2013,12,31,16,1,0
2821,No,251.14,No rain,No snow,Clear,Clear,sky is clear,2013,12,6,21,4,0
2394,No,251.14,No rain,No snow,Clear,Clear,sky is clear,2013,12,6,22,4,0
805,No,251.14,No rain,No snow,Clear,Clear,sky is clear,2013,12,11,4,2,0
554,No,251.14,No rain,No snow,Clear,Clear,sky is clear,2014,1,5,1,6,0
477,No,251.14,No rain,No snow,Clear,Clear,sky is clear,2018,1,2,0,1,0
3396,No,251.14,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,26,10,1,0
2729,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2013,12,6,20,4,0
288,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2013,12,24,2,1,0
2627,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2014,1,5,11,6,0
4547,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2014,1,23,13,3,0
4027,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2014,1,23,18,3,0
4181,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2014,1,27,14,0,0
499,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2014,2,26,0,2,0
3177,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2014,3,2,10,6,0
480,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2016,1,10,2,6,0
3919,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2016,1,10,10,6,0
3172,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2016,1,17,11,6,0
5643,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2016,12,13,6,1,0
3869,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2016,12,18,16,6,0
261,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2017,12,26,3,1,0
507,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2017,12,26,4,1,0
2352,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2017,12,30,22,5,0
1000,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2017,12,31,0,6,0
3410,No,251.15,No rain,No snow,Clear,Clear,sky is clear,2017,12,31,14,6,0
435,No,251.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,1,1,5,2,0
606,No,251.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,1,1,6,2,0
772,No,251.15,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,1,1,7,2,0
365,No,251.16,No rain,No snow,Clear,Clear,sky is clear,2017,1,13,1,4,0
912,No,251.21,No rain,No snow,Clear,Clear,sky is clear,2016,2,13,5,5,0
2613,No,251.21,No rain,No snow,Clear,Clear,sky is clear,2016,12,15,5,3,0
1416,No,251.22,No rain,No snow,Clear,Clear,sky is clear,2016,1,18,22,0,0
3437,No,251.23,No rain,No snow,Clear,Clear,sky is clear,2016,12,18,14,6,0
2271,No,251.23,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2017,12,30,21,5,0
1517,No,251.23,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2013,2,1,23,4,0
5156,No,251.27,No rain,No snow,Clear,Clear,sky is clear,2014,2,25,7,1,0
269,No,251.27,No rain,No snow,Clear,Clear,sky is clear,2014,2,27,2,3,0
2763,No,251.27,No rain,No snow,Party Cloudy,Clear,sky is clear,2014,1,2,19,3,0
315,No,251.29,No rain,No snow,Clear,Clear,sky is clear,2014,2,6,1,3,0
794,No,251.29,No rain,No snow,Clear,Clear,sky is clear,2014,2,10,0,0,0
5034,No,251.29,No rain,No snow,Clear,Clear,sky is clear,2014,2,25,6,1,0
5807,No,251.29,No rain,No snow,Clear,Mist,mist,2017,1,5,7,3,0
213,No,251.29,No rain,No snow,Clear,Clear,sky is clear,2017,12,26,2,1,0
378,No,251.29,No rain,No snow,Clear,Clear,sky is clear,2017,12,27,1,2,0
735,No,251.29,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2018,1,14,6,6,0
5309,No,251.29,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,3,3,8,0,0
580,No,251.31,No rain,No snow,Party Cloudy,Clouds,broken clouds,2013,12,31,0,1,0
2384,No,251.32,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,1,25,5,4,0
2538,No,251.33,No rain,No snow,Clear,Clear,sky is clear,2013,1,22,22,1,0
688,No,251.35,No rain,No snow,Clear,Clear,sky is clear,2013,12,8,1,6,0
2349,No,251.35,No rain,No snow,Clear,Clear,sky is clear,2016,1,16,22,5,0
1185,No,251.35,No rain,No snow,Clear,Clear,sky is clear,2018,1,4,23,3,0
3584,No,251.36,No rain,No snow,Clear,Clear,sky is clear,2016,12,18,15,6,0
2801,No,251.36,No rain,No snow,Clear,Clear,sky is clear,2018,2,6,5,1,0
316,No,251.38,No rain,No snow,Clear,Clear,sky is clear,2014,1,8,1,2,0
2704,No,251.38,No rain,No snow,Clear,Clear,sky is clear,2016,2,13,8,5,0
2680,No,251.38,No rain,No snow,Clear,Clear,sky is clear,2017,12,30,23,5,0
2542,No,251.39,No rain,No snow,Clear,Clear,sky is clear,2014,3,2,23,6,0
2857,No,251.39,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,1,23,19,3,0
3230,No,251.39,No rain,No snow,Mostly Cloudy,Clouds,broken clouds,2014,1,5,14,6,0
4412,No,251.4,No rain,No snow,Clear,Clear,sky is clear,2014,1,27,15,0,0
3828,No,251.4,No rain,No snow,Party Cloudy,Clouds,broken clouds,2014,1,2,18,3,0
439,No,251.43,No rain,No snow,Clear,Clear,sky is clear,2018,2,2,3,4,0
3797,No,251.43,No rain,No snow,Party Cloudy,Clouds,few clouds,2013,12,31,18,1,0
360,No,251.43,No rain,No snow,Party Cloudy,Clouds,scattered clouds,2014,2,28,3,4,0
650,No,251.43,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2014,2,28,0,4,0
3209,No,251.45,No rain,No snow,Clear,Clear,sky is clear,2013,1,22,21,1,0
4440,No,251.45,No rain,No snow,Party Cloudy,Clear,sky is clear,2018,1,12,11,4,0
683,No,251.45,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,1,25,4,4,0
864,No,251.46,No rain,No snow,Clear,Clear,sky is clear,2016,12,15,4,3,0
1106,No,251.46,No rain,No snow,Clear,Clear,sky is clear,2017,1,5,23,3,0
3576,No,251.46,No rain,No snow,Mostly Cloudy,Clouds,overcast clouds,2013,12,31,10,1,0
1716,No,251.48,No rain,No snow,Clear,Clear,sky is clear,2013,12,7,23,5,0
311,No,251.5,No rain,No snow,Clear,Clear,sky is clear,2014,1,9,1,3,0
4003,No,251.5,No rain,No snow,Party Cloudy,Clear,sky is clear,2017,12,30,14,5,0
6986,No,251.51,No rain,No snow,Clear,Clear,sky is clear,2013,2,21,7,3,0
486,No,251.51,No rain,No snow,Clear,Snow,light snow,2016,1,13,2,2,0
3437,No,251.51,No rain,No snow,Clear,Clear,sky is clear,2016,12,18,14,6,0
5028,No,251.52,No rain,No snow,Clear,Clear,sky is clear,2014,1,27,16,0,0
